Name,Type,Parent Object,Description,IsParent,Associated Parent
SplitFaceFeature,Object,,,True,SplitFaceFeature
SplitFaceFeatureInput,Object,,,True,SplitFaceFeatureInput
SplitFaceFeatureInput.classType,Method,SplitFaceFeatureInput,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.facesToSplit,Property,SplitFaceFeatureInput,gets and sets the faces to be split the collection can contain one or more faces selected from solid andor open bodiesdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.isSplittingToolExtended,Property,SplitFaceFeatureInput,gets and sets whether or not the splittingtool is to be automatically extended if possible so as to completely intersect the facestosplitdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.isValid,Property,SplitFaceFeatureInput,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.objectType,Property,SplitFaceFeatureInput,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.setAlongVectorSplitType,Method,SplitFaceFeatureInput,sets the split type to project the splitting tool along the direction defined by the specified entitydefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.setClosestPointSplitType,Method,SplitFaceFeatureInput,sets the split type to be a curve that defined by projecting the splitting curve to the closest point on the surfacedefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.setSurfaceIntersectionSplitType,Method,SplitFaceFeatureInput,set the split type to be a surface to surface intersection if the split tool is a curve it will be extruded into a surface to use in the split if its a surface the surface will be used and optionally extended to fully intersect the faces to be splitdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.splittingTool,Property,SplitFaceFeatureInput,gets and sets the entitys that define the splitting tools the splitting tool can be a single entity or an objectcollection containing solid andor open bodies construction planes faces or sketch curves that partially or fully intersect the faces that are being splitdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.splitType,Property,SplitFaceFeatureInput,returns the type of split type currently defineddefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatureInput.targetBaseFeature,Property,SplitFaceFeatureInput,when creating a feature that is owned by a base feature set this property to the base feature you want to associate the new feature with by default this is null meaning it will not be associated with a base feature because of a current limitation if you want to create a feature associated with a base feature you must set this property and call the startedit method of the base feature create the feature and then call the finishedit method of the base feature the base feature must be in an edit state to be able to add any additional items to itdefined in and the header file is adskfusionfeaturessplitfacefeatureinputh,False,SplitFaceFeatureInput
SplitFaceFeatures,Object,,,True,SplitFaceFeatures
SplitFaceFeatures.add,Method,SplitFaceFeatures,creates a new split face featuredefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.classType,Method,SplitFaceFeatures,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.count,Property,SplitFaceFeatures,the number of split face features in the collectiondefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.createInput,Method,SplitFaceFeatures,creates a splitfacefeatureinput object use properties and methods on this object to define the split face you want to create and then use the add method passing in the splitfacefeatureinput object a newly created splitfacefeatureinput object defaults to creating a split face feature using the split with surface option you can use functions on the splitfacefeatureinput object to define a different type of split typedefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.isValid,Property,SplitFaceFeatures,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.item,Method,SplitFaceFeatures,function that returns the specified split face feature using an index into the collectiondefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.itemByName,Method,SplitFaceFeatures,function that returns the specified split face feature using the name of the featuredefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeatures.objectType,Property,SplitFaceFeatures,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturessplitfacefeaturesh,False,SplitFaceFeatures
SplitFaceFeature.assemblyContext,Property,SplitFaceFeature,returns the assembly occurrence ie the occurrence of this object in an assembly this is only valid in the case where this is acting as a proxy in an assembly returns null in the case where the object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.attributes,Property,SplitFaceFeature,returns the collection of attributes associated with this facedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.baseFeature,Property,SplitFaceFeature,if this feature is associated with a base feature this property will return that base feature if its not associated with a base feature this property will return nulldefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.bodies,Property,SplitFaceFeature,returns the bodies that were modified or created by this feature this works for both parametric and nonparametric features for a basefeature this returns the bodies that are owned by the base featuredefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.classType,Method,SplitFaceFeature,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.createForAssemblyContext,Method,SplitFaceFeature,creates or returns a proxy for the native object ie a new object that represents this object but adds the assembly context defined by the input occurrencedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.deleteMe,Method,SplitFaceFeature,deletes the feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.directionEntity,Property,SplitFaceFeature,gets the direction entity when the split type is along a vector if the split type is not alongvectorsplittype this property will return null to set the direction entity use the setasalongvectorsplittype methoddefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.dissolve,Method,SplitFaceFeature,dissolves the feature so that the feature information is lost and only the brep geometry defined by the feature remains this is only valid for nonparametric featuresdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.errorOrWarningMessage,Property,SplitFaceFeature,returns the error or warning message in the case where the healthstate property returns either warningfeaturehealthstate or errorfeaturehealthstate otherwise this property returns an empty stringdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.faces,Property,SplitFaceFeature,returns the faces that were created by this feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.facesToSplit,Property,SplitFaceFeature,gets and sets the faces to be split the collection can contain one or more faces selected from solid andor open bodiesdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.healthState,Property,SplitFaceFeature,returns the current health state of the featuredefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.isParametric,Property,SplitFaceFeature,indicates if this feature is parametric or notdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.isSplittingToolExtended,Property,SplitFaceFeature,gets whether or not the setting to automatically extend the splittingtool was set when the feature was created this property is valid only when the splittype property returns surfaceintersectionsplittypedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.isSuppressed,Property,SplitFaceFeature,gets and sets if this feature is suppressed this is only valid for parametric featuresdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.isValid,Property,SplitFaceFeature,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.linkedFeatures,Property,SplitFaceFeature,returns the set of features that are linked to this feature the set of linked features are all of the features that were created in various components as the result of a single feature being created in the user interfacedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.name,Property,SplitFaceFeature,returns the name of the feature as seen in the browser nonparametric or in the timeline parametricdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.nativeObject,Property,SplitFaceFeature,the nativeobject is the object outside the context of an assembly and in the context of its parent component returns null in the case where this object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.objectType,Property,SplitFaceFeature,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.parentComponent,Property,SplitFaceFeature,returns the parent component that owns this featuredefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.setAsAlongVectorSplitType,Method,SplitFaceFeature,sets the split type to project the splitting tool along the direction defined by the specified entitydefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.setAsClosestPointSplitType,Method,SplitFaceFeature,sets the split type to be a curve that defined by projecting the splitting curve to the closest point on the surfacedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.setAsSurfaceIntersectionSplitType,Method,SplitFaceFeature,set the split type to be a surface to surface intersection if the split tool is a curve it will be extruded into a surface to use in the split if its a surface the surface will be used and optionally extended to fully intersect the faces to be splitdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.splittingTool,Property,SplitFaceFeature,gets and sets the entitys that define the splitting tools the splitting tool can consist of one or more of the following brepbody constructionplane brepface sketch curve that extends or can be extended beyond the extents of the face to set the splitting tool use one of the set methods to also define the split typedefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.splitType,Property,SplitFaceFeature,returns the type of split type currently defined to change the split type use one of the set methodsdefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceFeature.timelineObject,Property,SplitFaceFeature,returns the timeline object associated with this featuredefined in and the header file is adskfusionfeaturessplitfacefeatureh,False,SplitFaceFeatures
SplitFaceSplitTypes,Enumerator,,,True,SplitFaceSplitTypes
STEPExportOptions,Object,,,True,STEPExportOptions
STEPExportOptions.classType,Method,STEPExportOptions,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfusionstepexportoptionsh,False,STEPExportOptions
STEPExportOptions.filename,Property,STEPExportOptions,gets and sets the filename that the exported file will be written to this can be empty in the case of stl export and sending the result to the mesh editordefined in and the header file is adskfusionfusionstepexportoptionsh,False,STEPExportOptions
STEPExportOptions.geometry,Property,STEPExportOptions,specifies the geometry to export this can be occurrence or the root component for stlexport we also support brepbodydefined in and the header file is adskfusionfusionstepexportoptionsh,False,STEPExportOptions
STEPExportOptions.isValid,Property,STEPExportOptions,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfusionstepexportoptionsh,False,STEPExportOptions
STEPExportOptions.objectType,Property,STEPExportOptions,returns a string indicating the type of the objectdefined in and the header file is adskfusionfusionstepexportoptionsh,False,STEPExportOptions
STEPImportOptions,Object,,,True,STEPImportOptions
STEPImportOptions.classType,Method,STEPImportOptions,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoreapplicationstepimportoptionsh,False,STEPImportOptions
STEPImportOptions.filename,Property,STEPImportOptions,gets and sets the filename or url of the file to be importeddefined in and the header file is adskcoreapplicationstepimportoptionsh,False,STEPImportOptions
STEPImportOptions.isValid,Property,STEPImportOptions,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoreapplicationstepimportoptionsh,False,STEPImportOptions
STEPImportOptions.isViewFit,Property,STEPImportOptions,specifies if the camera should be adjusted to fit the geometry of the import this defaults to true which will cause a change in the current view setting this to false will leave the view asis and just import the geometrydefined in and the header file is adskcoreapplicationstepimportoptionsh,False,STEPImportOptions
STEPImportOptions.objectType,Property,STEPImportOptions,returns a string indicating the type of the objectdefined in and the header file is adskcoreapplicationstepimportoptionsh,False,STEPImportOptions
StitchFeature,Object,,,True,StitchFeature
StitchFeatureInput,Object,,,True,StitchFeatureInput
StitchFeatureInput.classType,Method,StitchFeatureInput,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.isValid,Property,StitchFeatureInput,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.objectType,Property,StitchFeatureInput,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.operation,Property,StitchFeatureInput,gets and sets the feature operation to perform this property value is only valid if the issolid property returns true otherwise the value of this property is ignoreddefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.stitchSurfaces,Property,StitchFeatureInput,gets and sets the surfaces to stitch togetherdefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.targetBaseFeature,Property,StitchFeatureInput,when creating a feature that is owned by a base feature set this property to the base feature you want to associate the new feature with by default this is null meaning it will not be associated with a base feature because of a current limitation if you want to create a feature associated with a base feature you must set this property and call the startedit method of the base feature create the feature and then call the finishedit method of the base feature the base feature must be in an edit state to be able to add any additional items to itdefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatureInput.tolerance,Property,StitchFeatureInput,gets and sets the valueinput object that defines the stitching tolerance it must define a lengthdefined in and the header file is adskfusionfeaturesstitchfeatureinputh,False,StitchFeatureInput
StitchFeatures,Object,,,True,StitchFeatures
StitchFeatures.add,Method,StitchFeatures,creates a new stitch featuredefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.classType,Method,StitchFeatures,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.count,Property,StitchFeatures,the number of stitch features in the collectiondefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.createInput,Method,StitchFeatures,creates a stitchfeatureinput object use properties and methods on this object to define the stitch feature you want to create and then use the add method passing in the stitchfeatureinput objectdefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.isValid,Property,StitchFeatures,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.item,Method,StitchFeatures,function that returns the specified stitch feature using an index into the collectiondefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.itemByName,Method,StitchFeatures,function that returns the specified stitch feature using the name of the featuredefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeatures.objectType,Property,StitchFeatures,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesstitchfeaturesh,False,StitchFeatures
StitchFeature.assemblyContext,Property,StitchFeature,returns the assembly occurrence ie the occurrence of this object in an assembly this is only valid in the case where this is acting as a proxy in an assembly returns null in the case where the object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.attributes,Property,StitchFeature,returns the collection of attributes associated with this facedefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.baseFeature,Property,StitchFeature,if this feature is associated with a base feature this property will return that base feature if its not associated with a base feature this property will return nulldefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.bodies,Property,StitchFeature,returns the bodies that were modified or created by this feature this works for both parametric and nonparametric features for a basefeature this returns the bodies that are owned by the base featuredefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.classType,Method,StitchFeature,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.createForAssemblyContext,Method,StitchFeature,creates or returns a proxy for the native object ie a new object that represents this object but adds the assembly context defined by the input occurrencedefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.deleteMe,Method,StitchFeature,deletes the feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.dissolve,Method,StitchFeature,dissolves the feature so that the feature information is lost and only the brep geometry defined by the feature remains this is only valid for nonparametric featuresdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.errorOrWarningMessage,Property,StitchFeature,returns the error or warning message in the case where the healthstate property returns either warningfeaturehealthstate or errorfeaturehealthstate otherwise this property returns an empty stringdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.faces,Property,StitchFeature,returns the faces that were created by this feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.healthState,Property,StitchFeature,returns the current health state of the featuredefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.isParametric,Property,StitchFeature,indicates if this feature is parametric or notdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.isSuppressed,Property,StitchFeature,gets and sets if this feature is suppressed this is only valid for parametric featuresdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.isValid,Property,StitchFeature,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.linkedFeatures,Property,StitchFeature,returns the set of features that are linked to this feature the set of linked features are all of the features that were created in various components as the result of a single feature being created in the user interfacedefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.name,Property,StitchFeature,returns the name of the feature as seen in the browser nonparametric or in the timeline parametricdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.nativeObject,Property,StitchFeature,the nativeobject is the object outside the context of an assembly and in the context of its parent component returns null in the case where this object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.objectType,Property,StitchFeature,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.operation,Property,StitchFeature,gets and sets the feature operation to perform this property value is ignored if the stitched result does not form a solid bodydefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.parentComponent,Property,StitchFeature,returns the parent component that owns this featuredefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.stitchSurfaces,Property,StitchFeature,gets and sets the surfaces to stitch together in some cases the stitch operation results in faces being merged so the original faces are no longer available after the feature is created in this case you need to reposition the timeline marker to just before this feature when the faces do exist to get valid results and when setting this property the timeline should be rolled back to immediately before this featuredefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.timelineObject,Property,StitchFeature,returns the timeline object associated with this featuredefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
StitchFeature.tolerance,Property,StitchFeature,returns the parameter controlling the tolerance you can edit the tolerance by editing the value of the parameter objectdefined in and the header file is adskfusionfeaturesstitchfeatureh,False,StitchFeatures
STLExportOptions,Object,,,True,STLExportOptions
STLExportOptions.aspectRatio,Property,STLExportOptions,gets and sets the minimum aspect ratio for that triangles that are generated for the mesh setting this property will automatically set the meshrefinement to meshrefinementcustom the default is the value associated with medium mesh refinementdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.availablePrintUtilities,Property,STLExportOptions,returns a list of the known available print utilities these strings can be used to set the printutility property to specify which print utility to open the stl file indefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.classType,Method,STLExportOptions,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.filename,Property,STLExportOptions,gets and sets the filename that the exported file will be written to this can be empty in the case of stl export and sending the result to the mesh editordefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.geometry,Property,STLExportOptions,specifies the geometry to export this can be occurrence or the root component for stlexport we also support brepbodydefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.isBinaryFormat,Property,STLExportOptions,indicates if the stl file is to be an ascii or binary stl format the default is truedefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.isOneFilePerBody,Property,STLExportOptions,if the input is an occurrence or the root component this specifies if a single file should be created containing all of the bodies within that occurrence or component or if multiple files should be created one for each body if multiple files are created the body name is appended to the filename the default is falsedefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.isValid,Property,STLExportOptions,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.maximumEdgeLength,Property,STLExportOptions,gets and sets the maximum length of any mesh edge this is defined in centimetre setting this property will automatically set the meshrefinement to meshrefinementcustom the default is the value associated with medium mesh refinementdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.meshRefinement,Property,STLExportOptions,gets and sets the current simple mesh refinement settings setting this property will reset the surfacedeviation normaldeviation maximumedgelength and aspectratio to values that correspond to the specified mesh refinement the default is meshrefinementmediumdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.normalDeviation,Property,STLExportOptions,gets and sets the current normal deviation or the angle the mesh normals at the vertices can deviate from the actual surface normals this is defined in radians setting this property will automatically set the meshrefinement to meshrefinementcustom the default is the value associated with medium mesh refinementdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.objectType,Property,STLExportOptions,returns a string indicating the type of the objectdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.printUtility,Property,STLExportOptions,specifies which print utility to use when opening the stl file if the sendtoprintutility property is true the value of this property can be one of the strings returned by the availalbeprintutilities property which will specify one of the know print utilities you can also specify a custom print utility by specifying the full path to the print utility executable the default value of this property is the last setting specified in the userinterfacedefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.sendToPrintUtility,Property,STLExportOptions,gets and sets whether the created stl file will be sent to the print utility specified by the printutility property if this is false a filename must be defineddefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
STLExportOptions.surfaceDeviation,Property,STLExportOptions,gets and sets the current surface deviation or the distance the mesh can deviate from the actual surface this is defined in centimetre setting this property will automatically set the meshrefinement to meshrefinementcustom the default is the value associated with medium mesh refinementdefined in and the header file is adskfusionfusionstlexportoptionsh,False,STLExportOptions
StringProperty,Object,,,True,StringProperty
StringProperty.classType,Method,StringProperty,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.id,Property,StringProperty,returns the unique id of this propertydefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.isReadOnly,Property,StringProperty,indicates if this property is readonly if true any attempted edits will faildefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.isValid,Property,StringProperty,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.name,Property,StringProperty,returns the name of this property as seen in the user interface this name is localized and can change based on the current languagedefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.objectType,Property,StringProperty,returns a string indicating the type of the objectdefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.parent,Property,StringProperty,returns the parent of this propertydefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringProperty.value,Property,StringProperty,gets and sets the property valuedefined in and the header file is adskcorematerialsstringpropertyh,False,StringProperty
StringValueCommandInput,Object,,,True,StringValueCommandInput
StringValueCommandInput.classType,Method,StringValueCommandInput,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.commandInputs,Property,StringValueCommandInput,gets the commandinputs class of the parent which can be a command groupcommandinput or tabcommandinputdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.id,Property,StringValueCommandInput,gets the unique identifier for this input in the commands commandinputsdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isEnabled,Property,StringValueCommandInput,gets or sets if this input is currently enabled or disabled for user interactiondefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isFullWidth,Property,StringValueCommandInput,gets or sets if this input fills the entire width of the dialog if true the name is ignored and the input control will fill the entire width of the command dialog the default value for this property in a new command input if false or not to fill the width this property does not apply to groupcommandinputs or tabcommandinputsdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isPassword,Property,StringValueCommandInput,gets or sets if this string input behaves as a password field this defaults to false for a newly created stringvaluecommandinput if true dots are displayed instead of the actual characters but the value property will get and set the actual stringdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isReadOnly,Property,StringValueCommandInput,gets and sets if the string value is readonly or not if it is readonly the user cannot edit the text this property is initialized to false for a newly created stringvaluecommandinput objectdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
